Time [s] - Channel 2 - Position	Channel 2 - Position [m] - Channel 2 - Position	
0	0.000004653643	
0.0008192	0.000004724896	
0.0016384	0.000004878888	
0.0024576	0.000005048467	
0.0032768	0.000005109108	
0.004096	0.000005052503	
0.0049152	0.000004895623	
0.0057344	0.00000474806	
0.0065536	0.00000468905	
0.0073728	0.000004748908	
0.008192	0.000004904358	
0.0090112	0.000005060518	
0.0098304	0.000005116983	
0.0106496	0.000005055427	
0.0114688	0.00000487774	
0.012288	0.000004712404	
0.0131072	0.000004646625	
0.0139264	0.000004686147	
0.0147456	0.000004836356	
0.0155648	0.000005012794	
0.016384	0.00000508305	
0.0172032	0.000005034386	
0.0180224	0.00000487694	
0.0188416	0.000004714636	
0.0196608	0.000004641732	
0.02048	0.000004686328	
0.0212992	0.000004842111	
0.0221184	0.000005031074	
0.0229376	0.000005123794	
0.0237568	0.000005096559	
0.024576	0.000004953058	
0.0253952	0.00000476516	
0.0262144	0.000004671968	
0.0270336	0.000004711992	
0.0278528	0.000004861414	
0.028672	0.000005056121	
0.0294912	0.000005164796	
0.0303104	0.000005155293	
0.0311296	0.000005023866	
0.0319488	0.000004820409	
0.032768	0.00000470145	
0.0335872	0.00000470733	
0.0344064	0.000004837038	
0.0352256	0.000005035913	
0.0360448	0.000005156037	
0.036864	0.000005157843	
0.0376832	0.000005047934	
0.0385024	0.000004859505	
0.0393216	0.000004729296	
0.0401408	0.000004726358	
0.04096	0.000004846455	
0.0417792	0.000005036476	
0.0425984	0.000005173629	
0.0434176	0.000005197184	
0.0442368	0.000005094291	
0.045056	0.000004916266	
0.0458752	0.000004762776	
0.0466944	0.000004732564	
0.0475136	0.000004812703	
0.0483328	0.000004977277	
0.049152	0.000005105994	
0.0499712	0.000005129778	
0.0507904	0.000005050344	
0.0516096	0.000004882855	
0.0524288	0.000004730595	
0.053248	0.000004678565	
0.0540672	0.000004735001	
0.0548864	0.00000488816	
0.0557056	0.000005042187	
0.0565248	0.000005108758	
0.057344	0.00000508047	
0.0581632	0.000004968545	
0.0589824	0.000004839395	
0.0598016	0.000004796338	
0.0606208	0.000004850793	
0.06144	0.000004979362	
0.0622592	0.000005100108	
0.0630784	0.000005155189	
0.0638976	0.000005117416	
0.0647168	0.000005016456	
0.065536	0.000004888768	
0.0663552	0.000004823229	
0.0671744	0.000004847757	
0.0679936	0.000004952675	
0.0688128	0.000005056868	
0.069632	0.000005093899	
0.0704512	0.000005058742	
0.0712704	0.000004960225	
0.0720896	0.000004850221	
0.0729088	0.000004798488	
0.073728	0.00000483525	
0.0745472	0.000004946404	
0.0753664	0.000005057926	
0.0761856	0.000005116595	
0.0770048	0.000005097674	
0.077824	0.000005026261	
0.0786432	0.000004899309	
0.0794624	0.000004829773	
0.0802816	0.000004837666	
0.0811008	0.000004911199	
0.08192	0.000005008287	
0.0827392	0.000005062688	
0.0835584	0.000005054499	
0.0843776	0.000004976951	
0.0851968	0.00000487033	
0.086016	0.00000479289	
0.0868352	0.000004780311	
0.0876544	0.000004825758	
0.0884736	0.000004909292	
0.0892928	0.000004974152	
0.090112	0.000004988011	
0.0909312	0.000004935175	
0.0917504	0.000004854295	
0.0925696	0.000004789847	
0.0933888	0.000004773699	
0.094208	0.000004805186	
0.0950272	0.000004878434	
0.0958464	0.000004962695	
0.0966656	0.000004994564	
0.0974848	0.00000498346	
0.098304	0.000004923925	
0.0991232	0.000004858556	
0.0999424	0.000004820646	
0.1007616	0.000004846084	
0.1015808	0.000004918037	
0.1024	0.000004999895	
0.1032192	0.000005035901	
0.1040384	0.00000501672	
0.1048576	0.000004944317	
0.1056768	0.000004836655	
0.106496	0.000004764839	
0.1073152	0.000004743686	
0.1081344	0.000004765278	
0.1089536	0.000004821939	
0.1097728	0.000004867081	
0.110592	0.00000486733	
0.1114112	0.000004810271	
0.1122304	0.000004727289	
0.1130496	0.000004662396	
0.1138688	0.000004647799	
0.114688	0.0000046923	
0.1155072	0.000004766162	
0.1163264	0.000004833622	
0.1171456	0.000004865909	
0.1179648	0.000004852104	
0.118784	0.000004808231	
0.1196032	0.000004767348	
0.1204224	0.000004750758	
0.1212416	0.000004786743	
0.1220608	0.000004853085	
0.12288	0.000004909779	
0.1236992	0.000004920809	
0.1245184	0.000004885423	
0.1253376	0.000004818339	
0.1261568	0.000004763671	
0.126976	0.000004752427	
0.1277952	0.000004776593	
0.1286144	0.000004824213	
0.1294336	0.000004864533	
0.1302528	0.000004863095	
0.131072	0.000004814752	
0.1318912	0.000004736928	
0.1327104	0.000004669302	
0.1335296	0.000004642477	
0.1343488	0.000004685276	
0.135168	0.000004750192	
0.1359872	0.000004816442	
0.1368064	0.000004836848	
0.1376256	0.000004803932	
0.1384448	0.000004735126	
0.139264	0.000004676472	
0.1400832	0.000004660712	
0.1409024	0.000004704276	
0.1417216	0.000004794464	
0.1425408	0.000004899015	
0.14336	0.000004960785	
0.1441792	0.000004950416	
0.1449984	0.000004874318	
0.1458176	0.000004796575	
0.1466368	0.000004766461	
0.147456	0.000004797364	
0.1482752	0.0000048881	
0.1490944	0.000004976432	
0.1499136	0.000005019166	
0.1507328	0.000004992278	
0.151552	0.000004905989	
0.1523712	0.000004809165	
0.1531904	0.000004766696	
0.1540096	0.000004788857	
0.1548288	0.000004856184	
0.155648	0.000004936379	
0.1564672	0.000004972859	
0.1572864	0.000004932714	
0.1581056	0.000004835315	
0.1589248	0.000004744745	
0.159744	0.000004715431	
0.1605632	0.000004738476	
0.1613824	0.00000481568	
0.1622016	0.000004896981	
0.1630208	0.000004929452	
0.16384	0.000004887439	
0.1646592	0.000004804385	
0.1654784	0.000004728057	
0.1662976	0.000004699327	
0.1671168	0.000004741269	
0.167936	0.000004841583	
0.1687552	0.00000495887	
0.1695744	0.000005024562	
0.1703936	0.000005019969	
0.1712128	0.000004964094	
0.172032	0.000004891066	
0.1728512	0.000004855045	
0.1736704	0.000004877826	
0.1744896	0.00000495559	
0.1753088	0.000005043038	
0.176128	0.000005090033	
0.1769472	0.000005079287	
0.1777664	0.00000500576	
0.1785856	0.000004899341	
0.1794048	0.000004812955	
0.180224	0.000004785696	
0.1810432	0.00000482676	
0.1818624	0.000004907653	
0.1826816	0.0000049637	
0.1835008	0.00000497057	
0.18432	0.000004924284	
0.1851392	0.00000483876	
0.1859584	0.000004775119	
0.1867776	0.00000475957	
0.1875968	0.000004797153	
0.188416	0.000004874431	
0.1892352	0.000004955709	
0.1900544	0.000004994428	
0.1908736	0.000004981618	
0.1916928	0.000004939691	
0.192512	0.000004881788	
0.1933312	0.000004853408	
0.1941504	0.000004862152	
0.1949696	0.000004895309	
0.1957888	0.000004936165	
0.196608	0.000004954493	
0.1974272	0.000004938437	
0.1982464	0.000004896222	
0.1990656	0.000004853299	
0.1998848	0.000004824127	
0.200704	0.000004828801	
0.2015232	0.000004867472	
0.2023424	0.000004912483	
0.2031616	0.00000493927	
0.2039808	0.000004947166	
0.2048	0.00000492048	
0.2056192	0.000004878141	
0.2064384	0.000004836768	
0.2072576	0.000004837619	
0.2080768	0.000004871039	
0.208896	0.000004937707	
0.2097152	0.000005001212	
0.2105344	0.000005034327	
0.2113536	0.000005013508	
0.2121728	0.000004953959	
0.212992	0.000004892358	
0.2138112	0.000004860029	
0.2146304	0.000004880803	
0.2154496	0.000004946191	
0.2162688	0.000005020886	
0.217088	0.000005054158	
0.2179072	0.000005050347	
0.2187264	0.000004988287	
0.2195456	0.000004896014	
0.2203648	0.000004832403	
0.221184	0.000004820362	
0.2220032	0.000004858147	
0.2228224	0.000004914437	
0.2236416	0.00000494977	
0.2244608	0.000004928987	
0.22528	0.000004859522	
0.2260992	0.000004789429	
0.2269184	0.000004736579	
0.2277376	0.000004735087	
0.2285568	0.000004783641	
0.229376	0.000004873654	
0.2301952	0.000004941206	
0.2310144	0.000004954137	
0.2318336	0.000004917586	
0.2326528	0.000004850544	
0.233472	0.000004815623	
0.2342912	0.000004848101	
0.2351104	0.000004949802	
0.2359296	0.000005057837	
0.2367488	0.000005119833	
0.237568	0.000005126424	
0.2383872	0.000005060897	
0.2392064	0.000004958526	
0.2400256	0.00000487927	
0.2408448	0.000004872563	
0.241664	0.000004944732	
0.2424832	0.000005049058	
0.2433024	0.000005113579	
0.2441216	0.000005094724	
0.2449408	0.000004999943	
0.24576	0.000004844771	
0.2465792	0.000004747639	
0.2473984	0.000004741462	
0.2482176	0.000004823881	
0.2490368	0.000004948578	
0.249856	0.000005028382	
0.2506752	0.000005026312	
0.2514944	0.000004927581	
0.2523136	0.000004791235	
0.2531328	0.000004710266	
0.253952	0.000004718503	
0.2547712	0.000004813791	
0.2555904	0.000004956465	
0.2564096	0.000005056319	
0.2572288	0.000005062703	
0.258048	0.000004970265	
0.2588672	0.000004829091	
0.2596864	0.000004750862	
0.2605056	0.000004765788	
0.2613248	0.000004872359	
0.262144	0.000005024598	
0.2629632	0.000005120764	
0.2637824	0.000005126166	
0.2646016	0.000005048423	
0.2654208	0.00000490574	
0.26624	0.000004793631	
0.2670592	0.000004783419	
0.2678784	0.000004865281	
0.2686976	0.000004991741	
0.2695168	0.000005076796	
0.270336	0.000005070232	
0.2711552	0.00000496689	
0.2719744	0.000004806796	
0.2727936	0.000004696244	
0.2736128	0.000004680137	
0.274432	0.000004750793	
0.2752512	0.00000488722	
0.2760704	0.000005003415	
0.2768896	0.000005015015	
0.2777088	0.000004911905	
0.278528	0.000004766945	
0.2793472	0.000004668502	
0.2801664	0.000004664312	
0.2809856	0.000004754998	
0.2818048	0.000004919946	
0.282624	0.000005053529	
0.2834432	0.000005080678	
0.2842624	0.000005002745	
0.2850816	0.00000484274	
0.2859008	0.0000047174	
0.28672	0.000004696748	
0.2875392	0.000004771923	
0.2883584	0.000004920726	
0.2891776	0.000005043347	
0.2899968	0.000005070131	
0.290816	0.000004975409	
0.2916352	0.00000479356	
0.2924544	0.000004651915	
0.2932736	0.000004598696	
0.2940928	0.000004667411	
0.294912	0.000004809752	
0.2957312	0.000004969153	
0.2965504	0.000005020663	
0.2973696	0.000004931048	
0.2981888	0.000004753794	
0.299008	0.000004595506	
0.2998272	0.000004532141	
0.3006464	0.000004597472	
0.3014656	0.000004751099	
0.3022848	0.000004948658	
0.303104	0.00000505647	
0.3039232	0.00000502813	
0.3047424	0.000004876963	
0.3055616	0.000004709616	
0.3063808	0.000004622334	
0.3072	0.000004656555	
0.3080192	0.000004791446	
0.3088384	0.000004962831	
0.3096576	0.000005063465	
0.3104768	0.000005054024	
0.311296	0.000004928507	
0.3121152	0.0000047472	
0.3129344	0.000004632961	
0.3137536	0.000004614572	
0.3145728	0.000004694628	
0.315392	0.000004830547	
0.3162112	0.000004957313	
0.3170304	0.00000498362	
0.3178496	0.000004903982	
0.3186688	0.000004773625	
0.319488	0.000004670797	
0.3203072	0.000004631423	
0.3211264	0.000004680235	
0.3219456	0.000004801521	
0.3227648	0.000004941749	
0.323584	0.000005022318	
0.3244032	0.000005008177	
0.3252224	0.00000490526	
0.3260416	0.000004786174	
0.3268608	0.000004716187	
0.32768	0.00000472414	
0.3284992	0.000004800276	
0.3293184	0.000004908759	
0.3301376	0.000004978223	
0.3309568	0.000004972583	
0.331776	0.000004889043	
0.3325952	0.00000477085	
0.3334144	0.00000469498	
0.3342336	0.00000469866	
0.3350528	0.00000476161	
0.335872	0.0000048495	
0.3366912	0.000004914392	
0.3375104	0.000004901408	
0.3383296	0.000004824451	
0.3391488	0.000004743526	
0.339968	0.000004698948	
0.3407872	0.000004717901	
0.3416064	0.000004790423	
0.3424256	0.000004897948	
0.3432448	0.00000496257	
0.344064	0.000004952435	
0.3448832	0.000004880934	
0.3457024	0.000004792374	
0.3465216	0.000004742749	
0.3473408	0.000004769681	
0.34816	0.000004857868	
0.3489792	0.000004968506	
0.3497984	0.000005019551	
0.3506176	0.000005010929	
0.3514368	0.000004930016	
0.352256	0.000004831383	
0.3530752	0.000004765278	
0.3538944	0.000004777794	
0.3547136	0.000004844978	
0.3555328	0.000004941378	
0.356352	0.000005003735	
0.3571712	0.000004996121	
0.3579904	0.000004906203	
0.3588096	0.000004794176	
0.3596288	0.00000472398	
0.360448	0.000004728854	
0.3612672	0.000004791532	
0.3620864	0.000004893292	
0.3629056	0.000004974309	
0.3637248	0.000004979068	
0.364544	0.000004900038	
0.3653632	0.000004788922	
0.3661824	0.000004704457	
0.3670016	0.000004688386	
0.3678208	0.000004755799	
0.36864	0.000004887356	
0.3694592	0.000005012886	
0.3702784	0.000005055928	
0.3710976	0.000005013891	
0.3719168	0.000004903543	
0.372736	0.000004786669	
0.3735552	0.000004761928	
0.3743744	0.000004825488	
0.3751936	0.00000496891	
0.3760128	0.000005099877	
0.376832	0.000005164476	
0.3776512	0.000005138498	
0.3784704	0.000005029953	
0.3792896	0.000004879777	
0.3801088	0.000004789527	
0.380928	0.000004796353	
0.3817472	0.000004899665	
0.3825664	0.000005023952	
0.3833856	0.000005087868	
0.3842048	0.000005068076	
0.385024	0.000004963987	
0.3858432	0.00000482631	
0.3866624	0.000004734174	
0.3874816	0.000004734918	
0.3883008	0.000004826701	
0.38912	0.000004966146	
0.3899392	0.000005075501	
0.3907584	0.000005102181	
0.3915776	0.000005056512	
0.3923968	0.000004968376	
0.393216	0.000004892723	
0.3940352	0.000004905663	
0.3948544	0.000004997903	
0.3956736	0.000005103062	
0.3964928	0.000005172084	
0.397312	0.000005184099	
0.3981312	0.000005114899	
0.3989504	0.000005004159	
0.3997696	0.000004888355	
0.4005888	0.000004838915	
0.401408	0.000004883092	
0.4022272	0.000004973692	
0.4030464	0.000005051192	
0.4038656	0.000005065129	
0.4046848	0.000005007418	
0.405504	0.000004894043	
0.4063232	0.000004803099	
0.4071424	0.000004779042	
0.4079616	0.000004838541	
0.4087808	0.000004967303	
0.4096	0.000005085158	
0.4104192	0.000005140405	
0.4112384	0.000005129778	
0.4120576	0.000005063679	
0.4128768	0.000004971958	
0.413696	0.00000491492	
0.4145152	0.000004937719	
0.4153344	0.000005020924	
0.4161536	0.000005100826	
0.4169728	0.000005131216	
0.417792	0.000005100248	
0.4186112	0.000005015071	
0.4194304	0.000004907166	
0.4202496	0.000004832053	
0.4210688	0.000004818156	
0.421888	0.000004871137	
0.4227072	0.000004953725	
0.4235264	0.000005007385	
0.4243456	0.000004999065	
0.4251648	0.000004935715	
0.425984	0.000004850485	
0.4268032	0.000004801056	
0.4276224	0.000004805536	
0.4284416	0.000004869705	
0.4292608	0.000004962229	
0.43008	0.000005021304	
0.4308992	0.000005029449	
0.4317184	0.000004987125	
0.4325376	0.000004907795	
0.4333568	0.000004832207	
0.434176	0.000004805112	
0.4349952	0.000004846322	
0.4358144	0.000004916444	
0.4366336	0.000004986899	
0.4374528	0.000005006775	
0.438272	0.000004963563	
0.4390912	0.000004880791	
0.4399104	0.000004800388	
0.4407296	0.000004758562	
0.4415488	0.000004766776	
0.442368	0.00000482158	
0.4431872	0.000004894078	
0.4440064	0.000004932474	
0.4448256	0.000004912023	
0.4456448	0.000004839837	
0.446464	0.000004753326	
0.4472832	0.000004688617	
0.4481024	0.000004678506	
0.4489216	0.000004721723	
0.4497408	0.000004796131	
0.45056	0.000004852157	
0.4513792	0.000004877254	
